experiment_name,num_queries,doc_p,doc_r,doc_f2,chunk_p,chunk_r,chunk_f2,macro_f2
EXP_000_DAY1_CHECK,3,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
